                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4579,                 1.0098,                 1.6211,                0.89149,                0.87728,                0.93758,                0.50227,                 1.4707,                 1.1178,                 1.6807,             0.00066505,             0.00066505,             0.00066505
                      2,                 1.3925,                0.83671,                 1.5268,                0.96665,                0.95628,                 0.9802,                0.63248,                 1.2889,                0.75363,                 1.5538,               0.001068,               0.001068,               0.001068
